Probe Set ID,Gene Symbol G,Entrez Gene,IDENTIFIER
207739_s_at,GAGE1 /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE3 /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8,2543 /// 2574 /// 2575 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 26749 /// 645037 /// 645073 /// 729396 /// 729408 /// 729422 /// 729431 /// 729442 /// 729447 /// 100008586 /// 100101629 /// 100132399,GAGE12D
207740_s_at,NUP62,23636,NUP62
207741_x_at,TPSAB1,7177,TPSAB1
207742_s_at,NR6A1,2649,NR6A1
207743_at,---,---,207743_at
207744_at,---,---,207744_at
207745_at,CABP2,51475,CABP2
207746_at,POLQ,10721,POLQ
207747_s_at,DOK4,55715,DOK4
207748_at,DUTP1 /// DUTP1,---,207748_at
207749_s_at,PPP2R3A,5523,PPP2R3A
207750_at,EPS15P1 /// EPS15P1,---,207750_at
207751_at,PRO2949,55412,PRO2949
207752_x_at,PRB1,5542,PRB1
207753_at,ZNF304,57343,ZNF304
207754_at,LOC100996477 /// RASSF8,11228 /// 100996477,RASSF8
207755_at,---,---,207755_at
207756_at,---,---,207756_at
207757_at,ZFP2,80108,ZFP2
207758_at,---,---,207758_at
207759_s_at,DISC1 /// TSNAX-DISC1,27185 /// 100303453,TSNAX-DISC1
207760_s_at,NCOR2,9612,NCOR2
207761_s_at,METTL7A,25840,METTL7A
207762_at,LPAL2,80350,LPAL2
207763_at,S100A5,6276,S100A5
207764_s_at,HIPK3,10114,HIPK3
207765_s_at,FAM214B,80256,FAM214B
207766_at,CDKL1,8814,CDKL1
207767_s_at,EGR4,1961,EGR4
207768_at,EGR4,1961,EGR4
207769_s_at,PQBP1,10084,PQBP1
207770_x_at,CSH2,1443,CSH2
207771_at,SLC5A2,6524,SLC5A2
207772_s_at,PRMT8,56341,PRMT8
207773_x_at,CYP3A43,64816,CYP3A43
207774_at,ATG10,83734,ATG10
207775_at,MGC4859,79150,MGC4859
207776_s_at,CACNB2,783,CACNB2
207777_s_at,SP140,11262,SP140
207778_at,REG1P,5969,REG1CP
207779_at,---,---,207779_at
207780_at,CYLC2,1539,CYLC2
207781_s_at,ZNF711,7552,ZNF711
207782_s_at,PSEN1,5663,PSEN1
207783_x_at,HUWE1,10075,HUWE1
207784_at,ARSD,414,ARSD
207785_s_at,RBPJ,3516,RBPJ
207786_at,CYP2R1,120227,CYP2R1
207787_at,KRT33B,3884,KRT33B
207788_s_at,SORBS3,10174,SORBS3
207789_s_at,DPP6,1804,DPP6
207790_at,LRRC1,55227,LRRC1
207791_s_at,RAB1A,5861,RAB1A
207792_at,OPRD1,4985,OPRD1
207793_s_at,EPB41,2035,EPB41
207794_at,CCR2,729230,CCR2
207795_s_at,KLRD1,3824,KLRD1
207796_x_at,KLRD1,3824,KLRD1
207797_s_at,LRP2BP,55805,LRP2BP
207798_s_at,ATXN2L,11273,ATXN2L
207799_x_at,ARMCX4,100131755,ARMCX4
207800_at,AKAP5,9495,AKAP5
207801_s_at,RNF10,9921,RNF10
207802_at,CRISP3,10321,CRISP3
207803_s_at,CSN3,1448,CSN3
207804_s_at,FCN2,2220,FCN2
207805_s_at,PSMD9,5715,PSMD9
207808_s_at,PROS1,5627,PROS1
207809_s_at,ATP6AP1,537,ATP6AP1
207810_at,F13B,2165,F13B
207811_at,KRT12,3859,KRT12
207812_s_at,GORASP2,26003,GORASP2
207813_s_at,FDXR,2232,FDXR
207814_at,DEFA6,1671,DEFA6
207815_at,PF4V1,5197,PF4V1
207816_at,LALBA,3906,LALBA
207817_at,IFNW1,3467,IFNW1
207818_s_at,HTR7,3363,HTR7
207819_s_at,ABCB4,5244,ABCB4
207820_at,ADH1A,124,ADH1A
207821_s_at,PTK2,5747,PTK2
207822_at,FGFR1,2260,FGFR1
207823_s_at,AIF1,199,AIF1
207824_s_at,MAZ,4150,MAZ
207825_s_at,GHRHR,2692,GHRHR
207826_s_at,ID3,3399,ID3
207827_x_at,SNCA,6622,SNCA
207828_s_at,CENPF,1063,CENPF
207829_s_at,BNIP1,662,BNIP1
207830_s_at,PPP1R8,5511,PPP1R8
207831_x_at,DHPS,1725,DHPS
207832_at,BAIAP2,10458,BAIAP2
207833_s_at,HLCS,3141,HLCS
207834_at,FBLN1,2192,FBLN1
207835_at,FBLN1,2192,FBLN1
207836_s_at,RBPMS,11030,RBPMS
207837_at,RBPMS,11030,RBPMS
207838_x_at,PBXIP1,57326,PBXIP1
207839_s_at,TMEM8B,51754,TMEM8B
207840_at,CD160 /// LOC101060629,11126 /// 101060629,CD160
207841_at,SPIN2A,54466,SPIN2A
207842_s_at,CASC3,22794,MIR6866
207843_x_at,CYB5A,1528,CYB5A
207844_at,IL13,3596,IL13
207845_s_at,ANAPC10,10393,ANAPC10
207846_at,POU1F1,5449,POU1F1
207847_s_at,MUC1,4582,MUC1
207848_at,AVP,551,AVP
207849_at,IL2,3558,IL2
207850_at,CXCL3,2921,CXCL3
207851_s_at,INSR,3643,INSR
207852_at,CXCL5,6374,CXCL5
207853_s_at,SNCB,6620,SNCB
207854_at,GYPE,2996,GYPE
207855_s_at,CLCC1,23155,CLCC1
207856_s_at,LOC150776 /// SMPD4,55627 /// 150776,LOC150776
207857_at,LILRA2,11027,LILRA2
207858_s_at,PKLR,5313,PKLR
207859_s_at,CHRNB3,1142,CHRNB3
207860_at,NCR1,9437,NCR1
207861_at,CCL22,6367,CCL22
207862_at,UPK2,7379,UPK2
207863_at,ADPRH,141,ADPRH
207864_at,SCN7A,6332,SCN7A
207865_s_at,BMP8B,656,BMP8B
207866_at,BMP8A,353500,BMP8A
207867_at,PAX4,5078,PAX4
207868_at,CHRNA2,1135,CHRNA2
207869_s_at,CACNA1G,8913,CACNA1G
207870_at,AKAP9,10142,AKAP9
207871_s_at,ST7 /// ST7-OT3,7982 /// 93655,MIR6132
207872_s_at,LILRA1,11024,LILRA1
207873_x_at,SEZ6L,23544,SEZ6L
207874_s_at,CFHR4,10877,CFHR4
207875_at,---,---,DKK3
207876_s_at,FLNC,2318,FLNC
207877_s_at,NVL,4931,NVL
207878_at,KRT76,51350,KRT76
207879_at,---,---,207879_at
207880_at,ADAM11,4185,ADAM11
207881_at,---,---,207881_at
207882_at,---,---,207882_at
207883_s_at,TFR2,7036,TFR2
207884_at,GUCY2D,3000,GUCY2D
207885_at,S100G,795,S100G
207886_s_at,CALCR,799,CALCR
207887_s_at,CALCR,799,CALCR
207888_at,---,---,207888_at
207889_at,SARDH,1757,SARDH
207890_s_at,MMP25,64386,MMP25
207891_s_at,HAUS7 /// TREX2,11219 /// 55559,HAUS7
207892_at,CD40LG,959,CD40LG
207893_at,SRY,6736,SRY
207894_s_at,TCL6,27004,TCL6
207895_at,NAALADL1,10004,NAALADL1
207896_s_at,DLEC1,9940,DLEC1
207897_at,CRHR2,1395,CRHR2
207899_at,GIP,2695,GIP
207900_at,CCL17,6361,CCL17
207901_at,IL12B,3593,IL12B
207902_at,IL5RA,3568,IL5RA
207904_s_at,LNPEP,4012,LNPEP
207906_at,IL3,3562,IL3
207907_at,TNFSF14,8740,TNFSF14
207908_at,KRT2,3849,KRT2
207909_x_at,DAZ1 /// DAZ2 /// DAZ3 /// DAZ4,1617 /// 57054 /// 57055 /// 57135,DAZ4
207910_at,SCGB1D1,10648,SCGB1D1
207911_s_at,TGM5,9333,TGM5
207912_s_at,DAZ1 /// DAZ2 /// DAZ3 /// DAZ4,1617 /// 57054 /// 57055 /// 57135,DAZ4
207913_at,CYP2F1,1572,CYP2F1
207914_x_at,EVX1,2128,EVX1
207915_at,MYCL2 /// MYCL2,---,207915_at
207916_at,LOC100996822,100996822,207916_at
207917_at,---,---,NUDT13
207918_s_at,TSPY1 /// TSPY10 /// TSPY3 /// TSPY4 /// TSPY8,7258 /// 728137 /// 728395 /// 728403 /// 100289087,TSPY10
207919_at,ART1,417,ART1
207920_x_at,ZFX,7543,ZFX
207921_x_at,PAX8,7849,PAX8
207922_s_at,MAEA,10296,MAEA
207923_x_at,PAX8,7849,PAX8
207924_x_at,PAX8,7849,PAX8
207925_at,CST5,1473,CST5
207926_at,GP5,2814,GP5
207927_at,HTR7,3363,HTR7
207928_s_at,GLRA3,8001,GLRA3
207929_at,GRPR,2925,GRPR
207930_at,LCN1,3933,LCN1
207931_s_at,PFKFB2,5208,PFKFB2
207932_at,IFNA8,3445,IFNA8
207933_at,ZP2,7783,ZP2
207934_at,RFPL1,5988,RFPL1
207935_s_at,KRT13,3860,KRT13
207936_x_at,RFPL3,10738,RFPL3
207937_x_at,FGFR1,2260,FGFR1
207938_at,PI15,51050,PI15
207939_x_at,RNPS1,10921,RNPS1
207940_x_at,CNR1,1268,CNR1
207941_s_at,RBM39,9584,RBM39
207943_x_at,PLAGL1,5325,PLAGL1
207944_at,OCM2,4951,OCM2
207945_s_at,CSNK1D,1453,CSNK1D
207946_at,MAML3,55534,MAML3
207949_s_at,ICA1,3382,ICA1
207950_s_at,ANK3,288,ANK3
207951_at,CSN2,1447,CSN2
207952_at,IL5,3567,IL5
207953_at,---,---,AF010144
207954_at,GATA2,2624,GATA2
207955_at,CCL27,10850,CCL27
207956_x_at,PDS5B,23047,PDS5B
207957_s_at,PRKCB,5579,PRKCB
207958_at,UGT2A1 /// UGT2A2,10941 /// 574537,UGT2A2
207959_s_at,DNAH9,1770,DNAH9
207960_at,---,---,207960_at
207961_x_at,MYH11,4629,MYH11
207962_at,CAPN11,11131,CAPN11
207963_at,KIF25-AS1,100505879,KIF25-AS1
207964_x_at,IFNA4,3441,IFNA4
207965_at,NEUROG3,50674,NEUROG3
207966_s_at,GLG1,2734,GLG1
207967_at,VPS45,11311,VPS45
207968_s_at,MEF2C,4208,MEF2C
207969_x_at,ACRV1,56,ACRV1
207971_s_at,CEP68,23177,CEP68
207972_at,GLRA1,2741,GLRA1
207973_x_at,ACRV1,56,ACRV1
207974_s_at,SKP1,6500,SKP1
207976_at,KLHL18,23276,KLHL18
207977_s_at,DPT,1805,DPT
207978_s_at,NR4A3,8013,NR4A3
207979_s_at,CD8B /// LOC100996919,926 /// 100996919,LOC100996919
207980_s_at,CITED2,10370,CITED2
207981_s_at,ESRRG,2104,ESRRG
207982_at,HIST1H1T,3010,HIST1H1T
207983_s_at,STAG2,10735,STAG2
207984_s_at,MPP2,4355,MPP2
207985_at,---,---,207985_at
207986_x_at,CYB561,1534,CYB561
207987_s_at,GNRH1,2796,GNRH1
207988_s_at,ARPC2,10109,ARPC2
207989_at,OPRM1,4988,OPRM1
207990_x_at,ACRV1,56,ACRV1
207991_x_at,ACRV1,56,ACRV1
207992_s_at,AMPD3,272,AMPD3
207993_s_at,CHP1,11261,CHP1
207994_s_at,OPRM1,4988,OPRM1
207995_s_at,CLEC4M,10332,CLEC4M
207996_s_at,LDLRAD4,753,LDLRAD4
207998_s_at,CACNA1D,776,CACNA1D
207999_s_at,ADARB1,104,ADARB1
208000_at,GML,2765,GML
208002_s_at,ACOT7,11332,ACOT7
208003_s_at,NFAT5,10725,NFAT5
208004_at,PROL1,58503,OPRPN
208005_at,NTN1,9423,NTN1
208006_at,FOXI1,2299,FOXI1
208007_at,---,---,208007_at
208008_at,TBC1D29,26083,TBC1D29
208009_s_at,ARHGEF16,27237,ARHGEF16
208010_s_at,PTPN22,26191,PTPN22
208011_at,PTPN22,26191,PTPN22
208012_x_at,SP110,3431,SP110
208013_s_at,ACRV1,56,ACRV1
208014_x_at,---,---,208014_x_at
208015_at,SMAD1,4086,SMAD1
208016_s_at,AGTR1,185,AGTR1
208017_s_at,MCF2,4168,MCF2
208018_s_at,HCK,3055,HCK
208019_at,ZNF157,7712,ZNF157
208020_s_at,CACNA1C,775,CACNA1C
208021_s_at,RFC1,5981,RFC1
208022_s_at,CDC14B,8555,CDC14B
208023_at,TNFRSF4,7293,TNFRSF4
208024_s_at,DGCR6 /// DGCR6L,8214 /// 85359,DGCR6L
208025_s_at,HMGA2,8091,HMGA2
208026_at,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4,8294 /// 8359 /// 8360 /// 8361 /// 8362 /// 8363 /// 8364 /// 8365 /// 8366 /// 8367 /// 8368 /// 8370 /// 121504 /// 554313,HIST1H4G
208027_s_at,TLL2,7093,TLL2
208028_s_at,GPX5,2880,GPX5
208029_s_at,LAPTM4B,55353,LAPTM4B
208030_s_at,ADD1,118,ADD1
208031_s_at,RFX2,5990,RFX2
208032_s_at,GRIA3,2892,GRIA3
208033_s_at,ZFHX3,463,ZFHX3
208034_s_at,PROZ,8858,PROZ
208035_at,GRM6,2916,GRM6
208036_at,OPN1SW,611,OPN1SW
208037_s_at,MADCAM1,8174,MADCAM1
208038_at,IL1RL2,8808,IL1RL2
208039_at,---,---,SLC9A2
208040_s_at,MYBPC3,4607,MYBPC3
208041_at,GRK1,6011,GRK1
208042_at,AGGF1,55109,AGGF1
208043_at,---,---,208043_at
208044_s_at,PPARD,5467,PPARD
208045_at,OTTHUMG00000175959 /// RP11-292D4.4,---,208045_at
208046_at,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4,8294 /// 8359 /// 8360 /// 8361 /// 8362 /// 8363 /// 8364 /// 8365 /// 8366 /// 8367 /// 8368 /// 8370 /// 121504 /// 554313,HIST1H4A
208047_s_at,NAB1,4664,NAB1
208048_at,TACR1,6869,TACR1
208049_s_at,TACR1,6869,TACR1
208050_s_at,CASP2,835,CASP2
208051_s_at,PAIP1,10605,PAIP1
208052_x_at,CEACAM3,1084,CEACAM3
208053_at,GUCY2F,2986,GUCY2F
208054_at,HERC4,26091,HERC4
208055_s_at,HERC4,26091,HERC4
208056_s_at,CBFA2T3,863,CBFA2T3
208057_s_at,GLI2,2736,GLI2
208058_s_at,MGAT3,4248,MGAT3
208059_at,CCR8,1237,CCR8
208060_at,PAX7,5081,PAX7
208061_at,---,---,208061_at
208062_s_at,NRG2,9542,NRG2
208063_s_at,CAPN9,10753,CAPN9
208064_s_at,ST8SIA3,51046,ST8SIA3
208065_at,ST8SIA3,51046,ST8SIA3
208066_s_at,GTF2B,2959,GTF2B
208067_x_at,UTY,7404,UTY
208068_x_at,CSH1 /// CSHL1 /// GH1 /// GH2,1442 /// 1444 /// 2688 /// 2689,GH2
208069_x_at,CSH1 /// CSHL1 /// GH1 /// GH2,1442 /// 1444 /// 2688 /// 2689,GH2
208070_s_at,REV3L,5980,REV3L
208071_s_at,LAIR1,3903,LAIR1
208072_s_at,DGKD,8527,DGKD
208073_x_at,TTC3 /// TTC3P1,7267 /// 286495,TTC3P1
208074_s_at,AP2S1,1175,AP2S1
208075_s_at,CCL7,6354,CCL7
208076_at,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4,8294 /// 8359 /// 8360 /// 8361 /// 8362 /// 8363 /// 8364 /// 8365 /// 8366 /// 8367 /// 8368 /// 8370 /// 121504 /// 554313,HIST1H4D
208077_at,C9orf38,29044,C9orf38
208078_s_at,SIK1,150094,SIK1
208079_s_at,AURKA,6790,AURKA
208080_at,AURKA,6790,AURKA
208081_s_at,ZNF442,79973,ZNF442
208082_x_at,MKRN4P /// MKRN4P,---,208082_x_at
208083_s_at,ITGB6,3694,LOC100505984
208084_at,ITGB6,3694,LOC100505984
208085_s_at,ARHGAP6,395,ARHGAP6
208086_s_at,DMD,1756,DMD
208087_s_at,ZBP1,81030,ZBP1
208088_s_at,CFHR5,81494,CFHR5
208089_s_at,TDRD3,81550,TDRD3
208090_s_at,AIRE,326,AIRE
208091_s_at,LOC101060281 /// VOPP1,81552 /// 101060281,VOPP1
208092_s_at,FAM49A,81553,FAM49A
208093_s_at,NDEL1,81565,NDEL1
208094_s_at,CCDC130,81576,CCDC130
208095_s_at,SRP72,6731,SRP72
208096_s_at,COL21A1,81578,COL21A1
208097_s_at,TMX1,81542,TMX1
208098_at,OR12D3 /// OR5V1,81696 /// 81797,OR12D3
208099_x_at,TTLL5,23093,TTLL5
208100_x_at,SEMA6C,10500,SEMA6C
208101_s_at,URM1,81605,URM1
208102_s_at,PSD,5662,PSD
208103_s_at,ANP32E,81611,ANP32E
208104_s_at,TSC22D4,81628,TSC22D4
208105_at,GIPR,2696,GIPR
208106_x_at,PSG6,5675,PSG6
208107_s_at,LOC81691,81691,LOC81691
208108_s_at,AVPR2,554,AVPR2
208109_s_at,LINC00597,81698,LINC00597
208110_x_at,MED25,81857,MED25
208111_at,AVPR2,554,AVPR2
208112_x_at,EHD1,10938,EHD1
208113_x_at,PABPC3,5042,PABPC3
208114_s_at,ISG20L2,81875,ISG20L2
208115_x_at,C10orf137,26098,EDRF1
208116_s_at,MAN1A1,4121,MAN1A1
208117_s_at,LAS1L,81887,LAS1L
208118_x_at,LOC100271836 /// LOC101060596 /// LOC101060604 /// SLC7A5P1 /// SLC7A5P2,81893 /// 387254 /// 100271836 /// 101060596 /// 101060604,LOC101060604
208119_s_at,ZNF93,81931,ZNF93
208120_x_at,FKSG49 /// LOC402469,400949 /// 402469,FKSG49
208121_s_at,PTPRO,5800,PTPRO
208122_x_at,KIR2DS3,3808,KIR2DS3
208123_at,KCNB2,9312,KCNB2
208124_s_at,SEMA4F,10505,SEMA4F
208126_s_at,CYP2C18,1562,CYP2C18
208127_s_at,SOCS5,9655,SOCS5
208128_x_at,KIF25,3834,KIF25
208129_x_at,LOC100506403 /// RUNX1,861 /// 100506403,LOC101928269
208130_s_at,TBXAS1,6916,TBXAS1
208131_s_at,PTGIS,5740,PTGIS
208132_x_at,PRRC2A,7916,PRRC2A
208133_at,---,---,RFC1
208134_x_at,PSG2,5670,PSG2
208135_at,HNF1B,6928,HNF1B
208136_s_at,ZNF205-AS1,81854,ZNF205-AS1
208137_x_at,ZNF611,81856,ZNF611
208138_at,GAST,2520,GAST
208139_s_at,---,---,208139_s_at
208140_s_at,LRRC48,83450,DRC3
208141_s_at,DOHH,83475,DOHH
208142_at,EDDM3A,10876,EDDM3A
208143_s_at,EDDM3A,10876,EDDM3A
208144_s_at,LOC100996543,---,208144_s_at
208145_at,---,---,208145_at
208146_s_at,CPVL,54504,CPVL
208147_s_at,CYP2C8,1558,CYP2C8
208148_at,MYH4,4622,MYH4
208149_x_at,DDX11,1663,DDX11
208151_x_at,DDX17,10521,DDX17
208152_s_at,DDX21,9188,DDX21
208153_s_at,FAT2,2196,FAT2
208154_at,---,---,208154_at
208155_x_at,GAGE1 /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE2A /// GAGE2D /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7,2543 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645073 /// 729396 /// 729408 /// 729422 /// 729431 /// 729442 /// 729447 /// 100008586 /// 100132399,GAGE12D
208156_x_at,EPPK1,83481,EPPK1
208157_at,SIM2,6493,SIM2
208158_s_at,OSBPL1A,114876,OSBPL1A
208159_x_at,DDX11,1663,DDX11
208160_at,---,---,208160_at
208161_s_at,ABCC3,8714,ABCC3
208162_s_at,---,---,208162_s_at
208163_s_at,OSBPL7,114881,OSBPL7
208164_s_at,IL9R,3581,IL9R
208165_s_at,PRSS16,10279,PRSS16
208166_at,MMP16,4325,MMP16
208167_s_at,MMP16,4325,MMP16
208168_s_at,CHIT1,1118,CHIT1
208169_s_at,PTGER3,5733,PTGER3
208170_s_at,TRIM31,11074,TRIM31
208172_s_at,KCNB2,9312,KCNB2
208173_at,IFNB1,3456,IFNB1
208174_x_at,ZRSR2,8233,ZRSR2
208175_s_at,DMP1,1758,DMP1
208176_at,DUX1,26584,DUX1
208177_at,SLC34A1,6569,SLC34A1
208178_x_at,TRIO,7204,TRIO
208179_x_at,KIR2DL3,3804,KIR2DL3
208180_s_at,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4,8294 /// 8359 /// 8360 /// 8361 /// 8362 /// 8363 /// 8364 /// 8365 /// 8366 /// 8367 /// 8368 /// 8370 /// 121504 /// 554313,HIST1H4H
208181_at,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4,8294 /// 8359 /// 8360 /// 8361 /// 8362 /// 8363 /// 8364 /// 8365 /// 8366 /// 8367 /// 8368 /// 8370 /// 121504 /// 554313,HIST2H4B
208182_x_at,IFNA14,3448,IFNA14
208183_at,TACR3,6870,TACR3
208184_s_at,TRAPPC10,7109,LOC102724200
208185_x_at,---,---,208185_x_at
208186_s_at,LIPE,3991,LIPE
208187_s_at,---,---,208187_s_at
208188_at,KRT9,3857,KRT9
208189_s_at,MYO7A,4647,MYO7A
208190_s_at,LSR,51599,LSR
208191_x_at,PSG4,5672,PSG4
208192_at,---,---,208192_at
208193_at,IL9,3578,IL9
208194_s_at,STAM2,10254,STAM2
208195_at,TTN,7273,TTN
208196_x_at,NFATC1,4772,NFATC1
208198_x_at,KIR2DS1,3806,KIR2DS1
208199_s_at,ZBTB14,7541,ZBTB14
208200_at,IL1A,3552,IL1A
208201_at,DUX2 /// DUX3 /// DUX4 /// DUX4L /// DUX4L2 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// LOC100134409 /// LOC100288355 /// LOC100288398 /// LOC100288433 /// LOC100288494 /// LOC100288593 /// LOC100288657 /// LOC100292669 /// LOC652119,22947 /// 26582 /// 26583 /// 441056 /// 652119 /// 653543 /// 653544 /// 653545 /// 653548 /// 728410 /// 100134409 /// 100288355 /// 100288398 /// 100288433 /// 100288494 /// 100288593 /// 100288657 /// 100288687 /// 100292669,DUX4L24
208202_s_at,PHF15,23338,JADE2
208203_x_at,KIR2DS5,3810,KIR2DS5
208204_s_at,CAV3,859,CAV3
208205_at,PCDHA9,9752,PCDHA9
208206_s_at,RASGRP2,10235,RASGRP2
208207_at,---,---,208207_at
208208_at,MYH13,8735,MYH13
208209_s_at,C4BPB,725,C4BPB
208210_at,MAS1,4142,MAS1
208211_s_at,ALK,238,ALK
208212_s_at,ALK,238,ALK
208213_s_at,KCNAB1,7881,KCNAB1
208214_at,ADRB1,153,ADRB1
208215_x_at,DRD4,1815,DRD4
208216_at,DLX4,1748,DLX4
208217_at,GABRR2,2570,GABRR2
208218_s_at,ACVR1B,91,ACVR1B
208219_at,ACVR1B,91,ACVR1B
208220_x_at,AMELY,266,AMELY
208221_s_at,ARHGAP19 /// SLIT1,6585 /// 84986,SLIT1
208222_at,ACVR1B,91,ACVR1B
208223_s_at,ACVR1B,91,ACVR1B
208224_at,HOXB1,3211,HOXB1
208225_at,FGFR2,2263,FGFR2
208226_x_at,ADAM22,53616,ADAM22
208227_x_at,ADAM22,53616,ADAM22
208228_s_at,FGFR2,2263,FGFR2
208229_at,FGFR2,2263,FGFR2
208230_s_at,NRG1,3084,NRG1
208231_at,NRG1,3084,NRG1
208232_x_at,NRG1,3084,NRG1
208233_at,PDPN,10630,PDPN
208234_x_at,FGFR2,2263,FGFR2
208235_x_at,GAGE12F /// GAGE12G /// GAGE12I /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7,2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645073 /// 100008586,GAGE12F
208237_x_at,ADAM22,53616,ADAM22
208238_x_at,---,---,208238_x_at
208239_at,FOXE1,2304,FOXE1
208240_s_at,FGF1,2246,FGF1
208241_at,NRG1,3084,NRG1
208242_at,RAX,30062,RAX
208243_s_at,CNR1,1268,CNR1
208244_at,BMP3,651,BMP3
208245_at,RAB9BP1,9366,RAB9BP1
208246_x_at,OTTHUMG00000176438 /// RP11-403P17.4,---,208246_x_at
208247_at,ERC2-IT1,711,ERC2-IT1
208248_x_at,APLP2,334,APLP2
208249_s_at,TGDS,23483,TGDS
208250_s_at,DMBT1,1755,DMBT1
208251_at,KCNC4,3749,KCNC4
208252_s_at,CHST3,9469,CHST3
208253_at,SIGLEC8,27181,SIGLEC8
208254_at,---,---,208254_at
208255_s_at,FKBP8,23770,FKBP8
208256_at,EFNA2,1943,EFNA2
208257_x_at,PSG1,5669,PSG1
208258_s_at,GAS2L1,10634,GAS2L1
208259_x_at,IFNA7,3444,IFNA7
208260_at,AVPR1B,553,AVPR1B
208261_x_at,IFNA10,3446,IFNA10
208262_x_at,MEFV,4210,MEFV
208263_at,SRP72,6731,SRP72
208264_s_at,EIF3J,8669,EIF3J
208265_at,C2orf83,56918,C2orf83
208266_at,C8orf17,100507249,C8orf17
208267_at,TRPV5,56302,TRPV5
208268_at,ADAM28,10863,ADAM28
208269_s_at,ADAM28,10863,ADAM28
208270_s_at,RNPEP,6051,RNPEP
208271_at,PAPOLB,56903,PAPOLB
208272_at,RANBP3,8498,RANBP3
208273_at,ZNF670 /// ZNF670-ZNF695 /// ZNF695,57116 /// 93474 /// 100533111,ZNF670-ZNF695
208274_at,OCLM,10896,OCLM
208275_x_at,UTF1,8433,UTF1
208276_at,---,---,208276_at
208277_at,PITX3,5309,PITX3
208278_s_at,---,---,208278_s_at
208279_s_at,CDRT1,374286,CDRT1
208280_at,CDRT1,374286,CDRT1
208281_x_at,DAZ1 /// DAZ2 /// DAZ3 /// DAZ4,1617 /// 57054 /// 57055 /// 57135,DAZ4
208282_x_at,DAZ1 /// DAZ2 /// DAZ3 /// DAZ4,1617 /// 57054 /// 57055 /// 57135,DAZ4
208283_at,GAGE1,2543,GAGE1
208284_x_at,GGT1 /// GGT2 /// GGTLC2,2678 /// 91227 /// 728441,GGT2
208285_at,OR7A5,26659,OR7A5
208286_x_at,POU5F1 /// POU5F1B /// POU5F1P3 /// POU5F1P4,5460 /// 5462 /// 642559 /// 645682,POU5F1P4
208287_at,HCG9,10255,HCG9
208288_at,ABCB11,8647,ABCB11
208289_s_at,EI24,9538,EI24
208290_s_at,EIF5,1983,EIF5
208291_s_at,TH,7054,TH
208292_at,BMP10,27302,BMP10
208293_x_at,CSHL1,1444,CSHL1
208294_x_at,CSHL1,1444,CSHL1
208295_x_at,CSHL1,1444,CSHL1
208296_x_at,TNFAIP8,25816,TNFAIP8
208297_s_at,EVI5,7813,EVI5
208298_at,EVI5,7813,EVI5
208299_at,CACNA1I,8911,CACNA1I
208300_at,PTPRH,5794,PTPRH
208301_at,AC007292.3 /// OTTHUMG00000181917,---,208301_at
208302_at,HMHB1,57824,HMHB1
208303_s_at,CRLF2,64109,CRLF2
208304_at,CCR3,1232,CCR3
208305_at,PGR,5241,PGR
208306_x_at,HLA-DRB1 /// LOC100507709 /// LOC100507714,3123 /// 100507709 /// 100507714,HLA-DRB1
208307_at,RBMY1A1 /// RBMY1B /// RBMY1D /// RBMY1E /// RBMY1F /// RBMY1J,5940 /// 159163 /// 378948 /// 378949 /// 378950 /// 378951,RBMY1J
208308_s_at,GPI,2821,GPI
